name,processor,ram,os,storage,display(in inch),rating,no_of_ratings,no_of_reviews,price(in Rp.),brand,ram_size,ram_type,processor_brand,storage_size,storage_type,cluster,cluster_label
ASUS Vivobook 15 OLED (2022) Core i5 12th Gen,Intel Core i5 Processor (12th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.6,11.0,1.0,13032900.9,Asus,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
acer Aspire 7 Core i5 12th Gen,Intel Core i5 Processor (12th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,3065.0,354.0,10954890.9,Acer,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
ASUS TUF Dash F15 Core i7 12th Gen,Intel Core i7 Processor (12th Gen),16 GB DDR5,Windows 11,1 TB SSD,15.6,4.5,136.0,16.0,18133470.9,Asus,16,DDR5,Intel,1 TB,SSD,3,Mid-Range (Work/Productivity)
Lenovo V15 G2 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,1 TB HDD|256 GB SSD,15.6,4.4,53.0,3.0,7084125.0,Lenovo,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
Lenovo IdeaPad 3 Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,280.0,21.0,10010340.9,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo IdeaPad Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.4,41.0,3.0,14922000.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
realme Book(Slim) Intel Evo Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 10,512 GB SSD,14.0,4.4,7200.0,967.0,11332710.9,Realme,8,DDR4,Intel,512 GB,SSD,0,General Purpose
HP 14s Intel Core i5 12th Gen,Intel Core i5 Processor (12th Gen),16 GB DDR4,Windows 11,512 GB SSD,14.0,4.2,1346.0,124.0,11599074.0,Hp,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Infinix X1 Slim Series Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8 GB LPDDR4X,Windows 11,512 GB SSD,14.0,4.2,713.0,103.0,7176690.899999999,Infinix,8,LPDDR4X,Intel,512 GB,SSD,1,Budget (School/Basic Use)
HP Pavilion Intel Core i5 12th Gen,Intel Core i5 Processor (12th Gen),16 GB DDR4,Windows 11,512 GB SSD,14.0,4.4,27.0,3.0,14559293.7,Hp,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
ASUS Vivobook 14 (2022) Core i5 12th Gen,Intel Core i5 Processor (12th Gen),8 GB DDR4,Windows 11,512 GB SSD,14.0,4.3,18.0,1.0,10765980.9,Asus,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
acer Aspire 7 Ryzen 5 Hexa Core 5500U,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4,Windows 11,512 GB SSD,15.6,4.4,5533.0,674.0,10765980.9,Acer,16,DDR4,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
DELL Inspiron Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,1 TB HDD|256 GB SSD,15.6,4.2,440.0,40.0,8026785.899999999,Dell,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
acer Predator Helios 300 Core i7 11th Gen,Intel Core i7 Processor (11th Gen),16 GB DDR4,Windows 10,1 TB HDD|512 GB SSD,15.6,4.5,473.0,71.0,18133470.9,Acer,16,DDR4,Intel,1 TB,HDD,3,Mid-Range (Work/Productivity)
DELL Inspiron Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,3.1,15.0,3.0,8366823.899999999,Dell,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
HP Pavilion Ryzen 5 Hexa Core 5625U,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4,Windows 11,512 GB SSD,14.0,4.4,218.0,19.0,12005230.5,Hp,16,DDR4,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
MSI Core i9 12th Gen,Intel Core i9 Processor (12th Gen),16 GB DDR4,Windows 11,1 TB SSD,15.6,4.4,29.0,8.0,22667310.9,Msi,16,DDR4,Intel,1 TB,SSD,3,Mid-Range (Work/Productivity)
APPLE MacBook Air M1,Apple M1 Processor,16 GB DDR4,Mac OS Operating System,512 GB SSD,13.3,4.7,719.0,83.0,24556410.9,Apple,16,DDR4,Apple,512 GB,SSD,3,Mid-Range (Work/Productivity)
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS,AMD Ryzen 9 Octa Core Processor,16 GB DDR5,Windows 11,1 TB SSD,15.6,3.8,5.0,1.0,30601530.9,Asus,16,DDR5,AMD,1 TB,SSD,3,Mid-Range (Work/Productivity)
Infinix INBook X2 Plus Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X,Windows 11,512 GB SSD,15.6,4.5,6.0,1.0,9065790.9,Infinix,16,LPDDR4X,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo Intel Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,453.0,38.0,7273035.0,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
DELL G15 Ryzen 5 Hexa Core 5600H,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4,Windows 10,512 GB SSD,15.6,4.5,52.0,9.0,13977450.9,Dell,16,DDR4,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
APPLE 2021 Macbook Pro M1 Max,Apple M1 Max Processor,32 GB,Mac OS Operating System,1 TB SSD,16.2,4.3,13.0,5.0,58182390.9,Apple,32,,Apple,1 TB,SSD,2,High-Performance (Gaming/Editing)
ASUS Touchscreen Core i3 12th Gen,Intel Core i3 Processor (12th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,3.9,16.0,0.0,8687970.9,Asus,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,14.0,1.0,9991449.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo Celeron Dual Core,Intel Celeron Dual Core Processor,8 GB DDR4,Windows 11,256 GB SSD,15.6,4.0,108.0,11.0,5287590.899999999,Lenovo,8,DDR4,Intel,256 GB,SSD,1,Budget (School/Basic Use)
MSI Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 10,512 GB SSD,15.6,4.4,2547.0,319.0,11721865.5,Msi,8,DDR4,Intel,512 GB,SSD,0,General Purpose
Infinix INBook X2 Plus Core i7 11th Gen,Intel Core i7 Processor (11th Gen),16 GB LPDDR4X,Windows 11,512 GB SSD,15.6,4.3,26.0,6.0,10010340.9,Infinix,16,LPDDR4X,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo IdeaPad 3 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,4658.0,449.0,7310628.09,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
DELL Inspiron Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,3.1,15.0,3.0,8366823.899999999,Dell,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
acer Aspire 7 Core i5 12th Gen,Intel Core i5 Processor (12th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,3065.0,354.0,10954890.9,Acer,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
ASUS Vivobook Pro 15 OLED Ryzen 7 Octa Core AMD R7,AMD Ryzen 7 Octa Core Processor,16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,715.0,112.0,12466170.9,Asus,16,DDR4,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo IdeaPad 3 Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,280.0,21.0,10010340.9,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
ASUS Vivobook 14 (2022) Core i5 12th Gen,Intel Core i5 Processor (12th Gen),8 GB DDR4,Windows 11,512 GB SSD,14.0,4.5,18.0,1.0,10765980.9,Asus,8,DDR4,Intel,512 GB,SSD,0,General Purpose
DELL Inspiron Ryzen 3 Dual Core 3250U,AMD Ryzen 3 Dual Core Processor,8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,78.0,3.0,7781202.899999999,Dell,8,DDR4,AMD,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo IdeaPad 3 Core i5 12th Gen,Intel Core i5 Processor (12th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,247.0,21.0,10588216.59,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
DELL Core i5 12th Gen,Intel Core i5 Processor (12th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,3.9,30.0,2.0,10954890.9,Dell,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
HP Victus Intel Core i7 12th Gen,Intel Core i7 Processor (12th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,61.0,7.0,16244370.9,Hp,8,DDR4,Intel,512 GB,SSD,0,General Purpose
Lenovo IdeaPad Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,2648.0,228.0,10577070.9,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,1603.0,184.0,8886137.49,Lenovo,8,DDR4,AMD,512 GB,SSD,1,Budget (School/Basic Use)
ASUS VivoBook Flip 14 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X,Windows 11,256 GB SSD,14.0,4.4,144.0,13.0,8499060.9,Asus,8,LPDDR4X,Intel,256 GB,SSD,1,Budget (School/Basic Use)
DELL Inspiron Pentium Silver,Intel Pentium Silver Processor,8 GB DDR4,Windows 11,256 GB SSD,15.6,4.1,329.0,32.0,6045120.0,Dell,8,DDR4,Intel,256 GB,SSD,1,Budget (School/Basic Use)
ASUS Zenbook 14 OLED (2022) Intel EVO Core i5 12th Gen,Intel Core i5 Processor (12th Gen),16 GB LPDDR5,Windows 11,512 GB SSD,14.0,4.0,24.0,5.0,17000010.9,Asus,16,LPDDR5,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo Intel Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,453.0,38.0,7273035.0,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
HP Pavilion Intel Core i7 12th Gen,Intel Core i7 Processor (12th Gen),16 GB DDR4,Windows 11,1 TB SSD,15.6,4.0,24.0,2.0,16794099.0,Hp,16,DDR4,Intel,1 TB,SSD,3,Mid-Range (Work/Productivity)
ASUS Vivobook 15 Touch Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,348.0,47.0,7932330.899999999,Asus,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,14.0,1.0,9991449.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 10,512 GB SSD,14.0,4.3,222.0,28.0,8404605.9,Asus,8,DDR4,Intel,512 GB,SSD,0,General Purpose
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 11,512 GB SSD,15.6,4.6,8.0,0.0,9065790.9,Lenovo,8,DDR4,AMD,512 GB,SSD,0,General Purpose
SAMSUNG Core i7 12th Gen,Intel Core i7 Processor (12th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,6.0,0.0,13788540.9,Samsung,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo IdeaPad 3 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,4658.0,449.0,7310628.09,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
ASUS VivoBook Flip 14 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X,Windows 11,256 GB SSD,14.0,4.4,144.0,13.0,8499060.9,Asus,8,LPDDR4X,Intel,256 GB,SSD,1,Budget (School/Basic Use)
ASUS TUF Gaming F15 Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8 GB DDR4,Windows 11,1 TB SSD,15.6,4.5,121.0,7.0,12466170.9,Asus,8,DDR4,Intel,1 TB,SSD,0,General Purpose
realme Book(Slim) Intel Evo Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 10,512 GB SSD,14.0,4.4,7200.0,967.0,11332710.9,Realme,8,DDR4,Intel,512 GB,SSD,0,General Purpose
Lenovo IdeaPad 3 Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,280.0,21.0,10010340.9,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
ASUS VivoBook K15 OLED Ryzen 5 Hexa Core AMD R5,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,758.0,80.0,10765980.9,Asus,16,DDR4,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
HP G8 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,14.0,4.0,66.0,2.0,6553287.899999999,Hp,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
APPLE 2021 Macbook Pro M1 Pro,Apple M1 Pro Processor,16 GB,Mac OS Operating System,1 TB SSD,14.2,4.8,119.0,14.0,40406715.54,Apple,16,,Apple,1 TB,SSD,2,High-Performance (Gaming/Editing)
Lenovo IdeaPad 3 Core i5 12th Gen,Intel Core i5 Processor (12th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,247.0,21.0,10588216.59,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
ASUS Vivobook 15 Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.1,193.0,17.0,6798870.899999999,Asus,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
HP Ryzen 5 Hexa Core 5500U,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4,Windows 11,512 GB SSD,14.0,4.2,225.0,18.0,9539766.09,Hp,16,DDR4,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,1603.0,184.0,8886137.49,Lenovo,8,DDR4,AMD,512 GB,SSD,1,Budget (School/Basic Use)
acer Extensa Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.0,168.0,8.0,7743420.899999999,Acer,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
DELL Core i5 12th Gen,Intel Core i5 Processor (12th Gen),16 GB DDR5,Windows 11,512 GB SSD,13.3,4.5,8.0,0.0,14770872.9,Dell,16,DDR5,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
DELL Ryzen 3 Quad Core 5425U,AMD Ryzen 3 Quad Core Processor,8 GB DDR4,Windows 11,512 GB SSD,15.6,4.4,9.0,1.0,8215695.899999999,Dell,8,DDR4,AMD,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,14.0,1.0,11899440.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
HP Ryzen 5 Hexa Core 5500U,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4,Windows 11,512 GB SSD,14.0,4.2,225.0,18.0,9539766.09,Hp,16,DDR4,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
ASUS Vivobook 15 Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,157.0,16.0,9443610.9,Asus,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo V15 G2 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,1 TB HDD|256 GB SSD,15.6,4.4,53.0,3.0,7084125.0,Lenovo,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
